#,"Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)"
320,3/13/19 12:25,11.86,8.3,,N/A
321,3/13/19 12:35,11.86,8.32,,N/A
322,3/13/19 12:45,11.85,8.32,,N/A
323,3/13/19 12:55,11.85,8.32,,N/A
324,3/13/19 13:05,11.86,8.34,,N/A
325,3/13/19 13:15,11.85,8.34,,N/A
326,3/13/19 13:25,11.86,8.34,,N/A
327,3/13/19 13:35,11.86,8.36,,N/A
328,3/13/19 13:45,11.86,8.36,,N/A
329,3/13/19 13:55,11.85,8.36,,N/A
330,3/13/19 14:05,11.86,8.36,,N/A
331,3/13/19 14:15,11.86,8.36,,N/A
332,3/13/19 14:25,11.87,8.36,,N/A
333,3/13/19 14:35,11.88,8.36,,N/A
334,3/13/19 14:45,11.89,8.38,,N/A
335,3/13/19 14:55,11.9,8.38,,N/A
336,3/13/19 15:05,11.9,8.4,,N/A
337,3/13/19 15:15,11.91,8.42,,N/A
338,3/13/19 15:25,11.91,8.44,,N/A
339,3/13/19 15:35,11.9,8.46,,N/A
340,3/13/19 15:45,11.88,8.48,,N/A
341,3/13/19 15:55,11.88,8.48,,N/A
342,3/13/19 16:05,11.87,8.5,,N/A
343,3/13/19 16:15,11.85,8.52,,N/A
344,3/13/19 16:25,11.84,8.54,,N/A
345,3/13/19 16:35,11.84,8.54,,N/A
346,3/13/19 16:45,11.83,8.56,,N/A
347,3/13/19 16:55,11.83,8.56,,N/A
348,3/13/19 17:05,11.82,8.56,,N/A
349,3/13/19 17:15,11.82,8.58,,N/A
350,3/13/19 17:25,11.81,8.58,,N/A
351,3/13/19 17:35,11.81,8.6,,N/A
352,3/13/19 17:45,11.8,8.6,,N/A
353,3/13/19 17:55,11.8,8.6,,N/A
354,3/13/19 18:05,11.79,8.6,,N/A
355,3/13/19 18:15,11.79,8.58,,N/A
356,3/13/19 18:25,11.81,8.56,,N/A
357,3/13/19 18:35,11.81,8.56,,N/A
358,3/13/19 18:45,11.82,8.54,,N/A
359,3/13/19 18:55,11.82,8.52,,N/A
360,3/13/19 19:05,11.81,8.52,,N/A
361,3/13/19 19:15,11.81,8.52,,N/A
362,3/13/19 19:25,11.81,8.5,,N/A
363,3/13/19 19:35,11.81,8.48,,N/A
364,3/13/19 19:45,11.81,8.46,,N/A
365,3/13/19 19:55,11.8,8.44,,N/A
366,3/13/19 20:05,11.81,8.42,,N/A
367,3/13/19 20:15,11.82,8.42,,N/A
368,3/13/19 20:25,11.83,8.4,,N/A
369,3/13/19 20:35,11.83,8.38,,N/A
370,3/13/19 20:45,11.83,8.36,,N/A
371,3/13/19 20:55,11.83,8.36,,N/A
372,3/13/19 21:05,11.84,8.34,,N/A
373,3/13/19 21:15,11.83,8.32,,N/A
374,3/13/19 21:25,11.85,8.32,,N/A
375,3/13/19 21:35,11.84,8.3,,N/A
376,3/13/19 21:45,11.83,8.3,,N/A
377,3/13/19 21:55,11.83,8.3,,N/A
378,3/13/19 22:05,11.83,8.28,,N/A
379,3/13/19 22:15,11.85,8.3,,N/A
380,3/13/19 22:25,11.85,8.28,,N/A
381,3/13/19 22:35,11.84,8.3,,N/A
382,3/13/19 22:45,11.85,8.28,,N/A
383,3/13/19 22:55,11.85,8.3,,N/A
384,3/13/19 23:05,11.85,8.3,,N/A
385,3/13/19 23:15,11.84,8.28,,N/A
386,3/13/19 23:25,11.84,8.28,,N/A
387,3/13/19 23:35,11.84,8.28,,N/A
388,3/13/19 23:45,11.83,8.28,,N/A
389,3/13/19 23:55,11.84,8.28,,N/A
390,3/14/19 0:05,11.85,8.28,,N/A
391,3/14/19 0:15,11.86,8.28,,N/A
392,3/14/19 0:25,11.85,8.28,,N/A
393,3/14/19 0:35,11.85,8.3,,N/A
394,3/14/19 0:45,11.85,8.3,,N/A
395,3/14/19 0:55,11.84,8.3,,N/A
396,3/14/19 1:05,11.84,8.3,,N/A
397,3/14/19 1:15,11.85,8.3,,N/A
398,3/14/19 1:25,11.85,8.3,,N/A
399,3/14/19 1:35,11.83,8.3,,N/A
400,3/14/19 1:45,11.84,8.3,,N/A
401,3/14/19 1:55,11.85,8.3,,N/A
402,3/14/19 2:05,11.84,8.3,,N/A
403,3/14/19 2:15,11.86,8.3,,N/A
404,3/14/19 2:25,11.86,8.3,,N/A
405,3/14/19 2:35,11.85,8.3,,N/A
406,3/14/19 2:45,11.84,8.3,,N/A
407,3/14/19 2:55,11.85,8.3,,N/A
408,3/14/19 3:05,11.85,8.3,,N/A
409,3/14/19 3:15,11.84,8.32,,N/A
410,3/14/19 3:25,11.84,8.32,,N/A
411,3/14/19 3:35,11.84,8.32,,N/A
412,3/14/19 3:45,11.85,8.32,,N/A
413,3/14/19 3:55,11.85,8.32,,N/A
414,3/14/19 4:05,11.85,8.32,,N/A
415,3/14/19 4:15,11.85,8.32,,N/A
416,3/14/19 4:25,11.84,8.32,,N/A
417,3/14/19 4:35,11.84,8.32,,N/A
418,3/14/19 4:45,11.83,8.34,,N/A
419,3/14/19 4:55,11.83,8.34,,N/A
420,3/14/19 5:05,11.82,8.34,,N/A
421,3/14/19 5:15,11.84,8.32,,N/A
422,3/14/19 5:25,11.83,8.32,,N/A
423,3/14/19 5:35,11.84,8.32,,N/A
424,3/14/19 5:45,11.86,8.32,,N/A
425,3/14/19 5:55,11.85,8.32,,N/A
426,3/14/19 6:05,11.85,8.32,,N/A
427,3/14/19 6:15,11.85,8.32,,N/A
428,3/14/19 6:25,11.86,8.3,,N/A
429,3/14/19 6:35,11.84,8.3,,N/A
430,3/14/19 6:45,11.84,8.3,,N/A
431,3/14/19 6:55,11.86,8.3,,N/A
432,3/14/19 7:05,11.84,8.3,,N/A
433,3/14/19 7:15,11.85,8.28,,N/A
434,3/14/19 7:25,11.84,8.28,,N/A
435,3/14/19 7:35,11.85,8.28,,N/A
436,3/14/19 7:45,11.87,8.26,,N/A
437,3/14/19 7:55,11.88,8.26,,N/A
438,3/14/19 8:05,11.86,8.26,,N/A
439,3/14/19 8:15,11.87,8.26,,N/A
440,3/14/19 8:25,11.86,8.24,,N/A
441,3/14/19 8:35,11.86,8.24,,N/A
442,3/14/19 8:45,11.85,8.24,,N/A
443,3/14/19 8:55,11.86,8.24,,N/A
444,3/14/19 9:05,11.86,8.24,,N/A
445,3/14/19 9:15,11.86,8.26,,N/A
446,3/14/19 9:25,11.87,8.26,,N/A
447,3/14/19 9:35,11.87,8.26,,N/A
448,3/14/19 9:45,11.86,8.26,,N/A
449,3/14/19 9:55,11.89,8.26,,N/A
450,3/14/19 10:05,11.89,8.26,,N/A
451,3/14/19 10:15,11.88,8.26,,N/A
452,3/14/19 10:25,11.9,8.28,,N/A
453,3/14/19 10:35,11.87,8.28,,N/A
454,3/14/19 10:45,11.88,8.28,,N/A
455,3/14/19 10:55,11.88,8.3,,N/A
456,3/14/19 11:05,11.87,8.3,,N/A
